Region,Category,Product,SalesChannel,Revenue,Profit,ProfitMargin,Date
Southwest,Bikes,"Mountain-100 Silver, 48",Reseller,26519.92,1661.91,6.26,29 August 2011
Northwest,Bikes,"Mountain-100 Silver, 44",Reseller,26519.92,1661.91,6.26,31 May 2011
Southeast,Bikes,"Mountain-100 Silver, 48",Reseller,26519.92,1661.91,6.26,29 September 2011
Southeast,Bikes,"Mountain-100 Silver, 48",Reseller,26519.92,1661.91,6.26,31 May 2011
Canada,Bikes,"Mountain-200 Silver, 38",Reseller,26447.89,2401.12,9.07,28 February 2013
Canada,Bikes,"Mountain-200 Silver, 38",Reseller,26447.89,2401.12,9.07,29 November 2013
Canada,Bikes,"Mountain-200 Silver, 46",Reseller,26447.89,2401.12,9.07,30 May 2013
Southwest,Bikes,"Road-250 Black, 44",Reseller,26388.18,-1600.88,-6.06,31 July 2013
Southwest,Bikes,"Road-250 Black, 58",Reseller,26388.18,-1600.88,-6.06,31 July 2013
Southwest,Bikes,"Road-250 Red, 52",Reseller,26388.18,-949.98,-3.60,31 July 2012
Canada,Bikes,"Road-250 Red, 48",Reseller,26388.18,-949.98,-3.60,31 July 2012
Canada,Bikes,"Mountain-100 Black, 42",Reseller,26324.92,1649.69,6.26,01 March 2011
Canada,Bikes,"Mountain-100 Black, 48",Reseller,26324.92,1649.69,6.26,29 August 2011
Southwest,Bikes,"Mountain-100 Black, 38",Reseller,26324.92,1649.69,6.26,29 January 2011
Southwest,Bikes,"Mountain-100 Black, 38",Reseller,26324.92,1649.69,6.26,01 August 2011
Southeast,Bikes,"Mountain-100 Black, 38",Reseller,26324.92,1649.69,6.26,31 May 2011
Southeast,Bikes,"Mountain-100 Black, 38",Reseller,26324.92,1649.69,6.26,31 March 2011
Southeast,Bikes,"Mountain-100 Black, 42",Reseller,26324.92,1649.69,6.26,29 September 2011
Southeast,Bikes,"Mountain-100 Black, 44",Reseller,26324.92,1649.69,6.26,29 October 2011
Southeast,Bikes,"Mountain-100 Black, 48",Reseller,26324.92,1649.69,6.26,01 July 2011
Northwest,Bikes,"Mountain-100 Black, 48",Reseller,26324.92,1649.69,6.26,01 March 2011
Northwest,Bikes,"Mountain-100 Black, 42",Reseller,26324.92,1649.69,6.26,01 August 2011
Northwest,Bikes,"Mountain-100 Black, 42",Reseller,26324.92,1649.69,6.26,29 August 2011
Northwest,Bikes,"Mountain-100 Black, 38",Reseller,26324.92,1649.69,6.26,29 January 2011
Southwest,Bikes,"Road-250 Black, 58",Reseller,26178.75,-234.93,-0.89,29 January 2012
Southwest,Bikes,"Road-250 Black, 44",Reseller,26178.75,-234.93,-0.89,29 February 2012
Canada,Bikes,"Road-250 Black, 44",Reseller,26178.75,-234.93,-0.89,31 July 2012
Canada,Bikes,"Mountain-200 Black, 38",Reseller,26162.89,2375.24,9.07,29 October 2013
Canada,Bikes,"Mountain-200 Black, 38",Reseller,26162.89,2375.24,9.07,28 January 2013
Southwest,Bikes,"Mountain-200 Black, 42",Reseller,26162.89,2375.24,9.07,28 January 2013
Northwest,Bikes,"Mountain-200 Black, 42",Reseller,26162.89,2375.24,9.07,29 November 2013
Southwest,Bikes,"Touring-1000 Blue, 60",Reseller,26159.21,-4961.49,-18.96,28 December 2012
France,Bikes,"Road-350-W Yellow, 48",Reseller,26104.75,-3123.02,-11.96,30 May 2013
Northeast,Bikes,"Mountain-200 Silver, 42",Reseller,26099.89,2624.91,10.05,30 April 2012
Canada,Bikes,"Mountain-200 Silver, 46",Reseller,26099.89,2624.91,10.05,29 December 2011
Canada,Bikes,"Mountain-200 Silver, 46",Reseller,26099.89,2624.91,10.05,29 January 2012
Northwest,Bikes,"Mountain-200 Silver, 42",Reseller,26099.89,2624.91,10.05,30 March 2012
Northwest,Bikes,"Mountain-200 Silver, 38",Reseller,26099.89,2624.91,10.05,28 October 2012
Southeast,Bikes,"Mountain-200 Black, 38",Reseller,25818.64,2596.63,10.05,30 April 2012
Southwest,Bikes,"Mountain-200 Black, 42",Reseller,25818.64,2596.63,10.05,31 July 2012
Canada,Bikes,"Mountain-200 Black, 42",Reseller,25818.64,2596.63,10.05,29 December 2011
Canada,Bikes,"Mountain-200 Black, 42",Reseller,25818.64,2596.63,10.05,29 January 2012
Canada,Bikes,"Mountain-200 Black, 42",Reseller,25818.64,2596.63,10.05,28 November 2012
Northeast,Bikes,"Mountain-200 Black, 38",Reseller,25818.64,2596.63,10.05,30 April 2012
Central,Bikes,"Road-150 Red, 56",Reseller,25763.54,-291.99,-1.13,31 May 2011
Southwest,Bikes,"Road-150 Red, 48",Reseller,25763.54,-291.99,-1.13,01 May 2011
Southwest,Bikes,"Road-150 Red, 48",Reseller,25763.54,-291.99,-1.13,29 October 2011
Southwest,Bikes,"Road-150 Red, 52",Reseller,25763.54,-291.99,-1.13,29 October 2011
Southwest,Bikes,"Touring-1000 Blue, 50",Reseller,25747.96,-926.93,-3.59,29 September 2013
Southwest,Bikes,"Touring-1000 Yellow, 46",Reseller,25747.96,-926.93,-3.59,29 September 2013
Southwest,Bikes,"Touring-1000 Yellow, 60",Reseller,25747.96,-926.93,-3.59,30 June 2013
Northwest,Bikes,"Touring-1000 Yellow, 46",Reseller,25747.96,-926.93,-3.59,29 August 2013
France,Bikes,"Touring-1000 Blue, 46",Reseller,25747.96,-926.93,-3.59,31 July 2013
Canada,Bikes,"Touring-1000 Yellow, 50",Reseller,25747.96,-926.93,-3.59,30 May 2013
Canada,Bikes,"Touring-1000 Blue, 46",Reseller,25747.96,-926.93,-3.59,28 February 2013
Canada,Bikes,"Touring-1000 Yellow, 60",Reseller,25747.96,-926.93,-3.59,29 November 2013
Australia,Bikes,"Touring-1000 Yellow, 60",Reseller,25747.96,-926.93,-3.59,29 October 2013
Canada,Bikes,"Road-350-W Yellow, 40",Reseller,25514.85,-1547.90,-6.06,30 April 2013
Southwest,Components,"HL Mountain Frame - Silver, 38",Reseller,25305.27,2834.19,11.19,29 February 2012
Southwest,Bikes,"Mountain-200 Silver, 38",Reseller,25055.89,2274.74,9.07,29 October 2013
Canada,Bikes,"Mountain-200 Silver, 38",Reseller,25055.89,2274.74,9.07,30 May 2013
Canada,Bikes,"Mountain-200 Silver, 42",Reseller,25055.89,2274.74,9.07,29 August 2013
Southeast,Bikes,"Mountain-100 Black, 38",Reseller,24938.48,263.25,1.05,29 January 2011
Southwest,Bikes,"Road-250 Black, 48",Reseller,24922.17,-1511.94,-6.06,31 July 2013
Southwest,Bikes,"Road-250 Red, 48",Reseller,24922.17,-897.20,-3.60,29 December 2011
Canada,Bikes,"Road-250 Red, 52",Reseller,24922.17,-897.20,-3.60,29 January 2012
Canada,Bikes,"Road-250 Red, 44",Reseller,24922.17,-897.20,-3.60,29 January 2012
Canada,Bikes,"Road-250 Red, 44",Reseller,24922.17,-897.20,-3.60,30 April 2012
Canada,Bikes,"Road-250 Black, 48",Reseller,24869.81,-223.18,-0.89,30 April 2012
Canada,Bikes,"Road-250 Black, 48",Reseller,24869.81,-223.18,-0.89,29 January 2012
Canada,Bikes,"Road-250 Black, 44",Reseller,24869.81,-223.18,-0.89,28 October 2012
Southwest,Bikes,"Road-250 Red, 58",Reseller,24869.81,-223.18,-0.89,28 October 2012
Southwest,Bikes,"Road-250 Black, 48",Reseller,24869.81,-223.18,-0.89,31 July 2012
Southwest,Bikes,"Mountain-200 Silver, 38",Reseller,24857.04,2499.92,10.05,29 January 2012
Southwest,Bikes,"Mountain-200 Silver, 42",Reseller,24857.04,2499.92,10.05,29 January 2012
Northwest,Bikes,"Mountain-200 Silver, 38",Reseller,24857.04,2499.92,10.05,29 January 2012
Northwest,Bikes,"Mountain-200 Silver, 42",Reseller,24857.04,2499.92,10.05,30 April 2012
Canada,Bikes,"Mountain-200 Silver, 38",Reseller,24857.04,2499.92,10.05,28 August 2012
Northeast,Bikes,"Mountain-200 Silver, 46",Reseller,24857.04,2499.92,10.05,29 January 2012
France,Bikes,"Mountain-200 Black, 38",Reseller,24785.89,2250.23,9.07,28 January 2013
Canada,Bikes,"Mountain-200 Black, 42",Reseller,24785.89,2250.23,9.07,28 February 2013
Canada,Bikes,"Mountain-200 Black, 46",Reseller,24785.89,2250.23,9.07,30 May 2013
Canada,Bikes,"Mountain-200 Black, 38",Reseller,24785.89,2250.23,9.07,30 June 2013
Northwest,Bikes,"Mountain-200 Black, 42",Reseller,24785.89,2250.23,9.07,30 May 2013
Northwest,Bikes,"Mountain-200 Black, 46",Reseller,24785.89,2250.23,9.07,28 January 2013
Northwest,Bikes,"Mountain-200 Black, 46",Reseller,24785.89,2250.23,9.07,30 April 2013
Southwest,Bikes,"Mountain-200 Black, 46",Reseller,24785.89,2250.23,9.07,29 August 2013
Northwest,Bikes,"Mountain-200 Black, 46",Reseller,24589.18,2472.98,10.05,28 October 2012
Canada,Bikes,"Mountain-200 Black, 38",Reseller,24589.18,2472.98,10.05,29 December 2011
Canada,Bikes,"Mountain-200 Black, 38",Reseller,24589.18,2472.98,10.05,29 February 2012
Canada,Bikes,"Mountain-200 Black, 38",Reseller,24589.18,2472.98,10.05,28 August 2012
Canada,Bikes,"Mountain-200 Black, 46",Reseller,24589.18,2472.98,10.05,28 November 2012
Northeast,Bikes,"Mountain-200 Black, 46",Reseller,24589.18,2472.98,10.05,28 September 2012
Northeast,Bikes,"Mountain-200 Black, 46",Reseller,24589.18,2472.98,10.05,29 December 2011
Southwest,Bikes,"Road-350-W Yellow, 40",Reseller,24494.26,-1485.98,-6.06,29 October 2013
Southwest,Bikes,"Mountain-100 Silver, 38",Reseller,24479.93,1534.08,6.26,29 January 2011
Northwest,Bikes,"Mountain-100 Silver, 44",Reseller,24479.93,1534.08,6.26,01 July 2011
Southeast,Bikes,"Mountain-100 Silver, 48",Reseller,24479.93,1534.08,6.26,29 January 2011
Southeast,Bikes,"Mountain-100 Silver, 42",Reseller,24479.93,1534.08,6.26,31 May 2011
Southeast,Bikes,"Mountain-100 Silver, 38",Reseller,24479.93,1534.08,6.26,29 September 2011
Canada,Bikes,"Mountain-100 Silver, 48",Reseller,24479.93,1534.08,6.26,29 August 2011
Canada,Bikes,"Mountain-100 Silver, 38",Reseller,24479.93,1534.08,6.26,29 August 2011
Central,Bikes,"Mountain-100 Silver, 48",Reseller,24479.93,1534.08,6.26,29 January 2011
Canada,Bikes,"Touring-1000 Blue, 46",Reseller,24317.51,-875.43,-3.59,30 May 2013
France,Bikes,"Touring-1000 Blue, 60",Reseller,24317.51,-875.43,-3.59,31 July 2013
France,Bikes,"Touring-1000 Yellow, 50",Reseller,24317.51,-875.43,-3.59,29 October 2013
Northwest,Bikes,"Touring-1000 Blue, 60",Reseller,24317.51,-875.43,-3.59,30 April 2013
Southeast,Bikes,"Mountain-100 Black, 48",Reseller,24299.93,1522.80,6.26,29 September 2011
Southeast,Bikes,"Mountain-100 Black, 44",Reseller,24299.93,1522.80,6.26,29 January 2011
Southeast,Bikes,"Mountain-100 Black, 42",Reseller,24299.93,1522.80,6.26,29 January 2011
Southwest,Bikes,"Mountain-100 Black, 48",Reseller,24299.93,1522.80,6.26,01 May 2011
Canada,Bikes,"Mountain-100 Black, 38",Reseller,24299.93,1522.80,6.26,29 October 2011
Canada,Bikes,"Mountain-100 Black, 42",Reseller,24299.93,1522.80,6.26,29 October 2011
Canada,Bikes,"Mountain-100 Black, 38",Reseller,24299.93,1522.80,6.26,31 March 2011
Central,Bikes,"Road-350-W Yellow, 48",Reseller,24171.07,-2891.68,-11.96,28 December 2012
France,Bikes,"Touring-1000 Blue, 46",Reseller,23667.85,-4488.97,-18.96,30 April 2013
Canada,Bikes,"Mountain-200 Silver, 42",Reseller,23663.90,2148.37,9.07,29 September 2013
Northwest,Bikes,"Mountain-200 Silver, 42",Reseller,23663.90,2148.37,9.07,29 August 2013
Northwest,Bikes,"Road-150 Red, 44",Reseller,23616.58,-267.65,-1.13,01 August 2011
Southeast,Bikes,"Road-150 Red, 56",Reseller,23616.58,-267.65,-1.13,29 October 2011
Canada,Bikes,"Road-150 Red, 62",Reseller,23616.58,-267.65,-1.13,29 October 2011
Canada,Bikes,"Road-150 Red, 56",Reseller,23616.58,-267.65,-1.13,29 January 2011
Canada,Bikes,"Road-150 Red, 56",Reseller,23616.58,-267.65,-1.13,01 August 2011
Canada,Bikes,"Road-150 Red, 62",Reseller,23616.58,-267.65,-1.13,01 May 2011
Central,Bikes,"Road-150 Red, 56",Reseller,23616.58,-267.65,-1.13,29 November 2011
Northeast,Bikes,"Mountain-200 Silver, 38",Reseller,23614.18,2374.92,10.05,29 January 2012
Northeast,Bikes,"Mountain-200 Silver, 38",Reseller,23614.18,2374.92,10.05,28 September 2012
Canada,Bikes,"Mountain-200 Silver, 42",Reseller,23614.18,2374.92,10.05,30 March 2012
Canada,Bikes,"Mountain-200 Silver, 46",Reseller,23614.18,2374.92,10.05,29 February 2012
Southeast,Bikes,"Mountain-200 Silver, 42",Reseller,23614.18,2374.92,10.05,29 January 2012
Northwest,Bikes,"Mountain-200 Silver, 38",Reseller,23614.18,2374.92,10.05,30 April 2012
Northwest,Bikes,"Mountain-200 Silver, 38",Reseller,23614.18,2374.92,10.05,31 July 2012
Northwest,Bikes,"Mountain-200 Silver, 42",Reseller,23614.18,2374.92,10.05,28 October 2012
Northwest,Bikes,"Mountain-200 Silver, 46",Reseller,23614.18,2374.92,10.05,28 October 2012
Southwest,Bikes,"Mountain-200 Silver, 42",Reseller,23614.18,2374.92,10.05,28 October 2012
Southwest,Bikes,"Mountain-200 Silver, 38",Reseller,23614.18,2374.92,10.05,28 October 2012
Southwest,Bikes,"Road-250 Black, 52",Reseller,23560.88,-211.43,-0.89,29 January 2012
Southwest,Bikes,"Road-250 Red, 58",Reseller,23560.88,-211.43,-0.89,30 April 2012
Southwest,Bikes,"Road-350-W Yellow, 42",Reseller,23473.66,-1424.07,-6.06,30 April 2013
Southwest,Bikes,"Road-350-W Yellow, 44",Reseller,23473.66,-1424.07,-6.06,31 July 2013
Southwest,Bikes,"Road-350-W Yellow, 48",Reseller,23473.66,-1424.07,-6.06,31 July 2013
Southwest,Bikes,"Road-250 Red, 58",Reseller,23456.16,-1423.01,-6.06,30 April 2013
Southwest,Bikes,"Road-250 Red, 58",Reseller,23456.16,-1423.01,-6.06,28 January 2013
Southwest,Bikes,"Road-250 Black, 48",Reseller,23456.16,-1423.01,-6.06,28 December 2012
Southwest,Bikes,"Road-250 Black, 44",Reseller,23456.16,-1423.01,-6.06,30 May 2013
Southwest,Bikes,"Road-250 Black, 44",Reseller,23456.16,-1423.01,-6.06,28 January 2013
Northeast,Bikes,"Road-250 Black, 44",Reseller,23456.16,-1423.01,-6.06,28 January 2013
Canada,Bikes,"Road-250 Red, 52",Reseller,23456.16,-844.42,-3.60,30 April 2012
Canada,Bikes,"Road-250 Red, 44",Reseller,23456.16,-844.42,-3.60,29 December 2011
Canada,Bikes,"Road-250 Red, 48",Reseller,23456.16,-844.42,-3.60,29 December 2011
Canada,Bikes,"Road-250 Red, 48",Reseller,23456.16,-844.42,-3.60,28 October 2012
Southwest,Bikes,"Road-250 Red, 52",Reseller,23456.16,-844.42,-3.60,28 October 2012
Northwest,Bikes,"Mountain-200 Black, 46",Reseller,23408.90,2125.22,9.07,29 August 2013
Northwest,Bikes,"Mountain-200 Black, 42",Reseller,23408.90,2125.22,9.07,28 December 2012
Northwest,Bikes,"Mountain-200 Black, 38",Reseller,23408.90,2125.22,9.07,29 August 2013
Canada,Bikes,"Mountain-200 Black, 38",Reseller,23408.90,2125.22,9.07,30 March 2013
Canada,Bikes,"Mountain-200 Black, 38",Reseller,23408.90,2125.22,9.07,30 April 2013
France,Bikes,"Mountain-200 Black, 38",Reseller,23408.90,2125.22,9.07,31 July 2013
Canada,Bikes,"Mountain-200 Black, 46",Reseller,23359.72,2349.33,10.05,28 August 2012
Northwest,Bikes,"Mountain-200 Black, 42",Reseller,23359.72,2349.33,10.05,28 October 2012
Southwest,Bikes,"Mountain-200 Black, 42",Reseller,23359.72,2349.33,10.05,28 August 2012
Southwest,Bikes,"Mountain-200 Black, 38",Reseller,23359.72,2349.33,10.05,30 April 2012
Southwest,Bikes,"Mountain-200 Black, 38",Reseller,23359.72,2349.33,10.05,31 July 2012
Southwest,Bikes,"Mountain-100 Silver, 44",Reseller,23190.65,244.80,1.05,31 May 2011
Southeast,Bikes,"Mountain-100 Silver, 44",Reseller,23190.65,244.80,1.05,29 January 2011
Southeast,Bikes,"Mountain-100 Black, 42",Reseller,23020.13,243.00,1.05,01 May 2011
Southeast,Bikes,"Mountain-100 Black, 38",Reseller,23020.13,243.00,1.05,29 October 2011
Canada,Bikes,"Mountain-100 Black, 44",Reseller,23020.13,243.00,1.05,01 May 2011
Southwest,Bikes,"Road-350-W Yellow, 48",Reseller,22963.37,-9511.94,-41.42,28 February 2013
Northwest,Bikes,"Touring-1000 Yellow, 46",Reseller,22887.07,-823.93,-3.59,29 October 2013
Canada,Bikes,"Touring-1000 Blue, 46",Reseller,22887.07,-823.93,-3.59,29 November 2013
Canada,Bikes,"Touring-1000 Yellow, 46",Reseller,22887.07,-823.93,-3.59,29 November 2013
France,Bikes,"Touring-1000 Yellow, 60",Reseller,22887.07,-823.93,-3.59,31 July 2013
Germany,Bikes,"Touring-1000 Blue, 46",Reseller,22887.07,-823.93,-3.59,28 January 2013
Canada,Bikes,"Road-450 Red, 52",Reseller,22744.64,-257.77,-1.13,29 January 2011
Southwest,Bikes,"Mountain-300 Black, 48",Reseller,22679.79,1734.55,7.64,29 February 2012
Southwest,Bikes,"Road-650 Red, 62",Reseller,22550.11,-811.80,-3.60,29 January 2012
Southwest,Bikes,"Road-350-W Yellow, 48",Reseller,22453.07,-1362.15,-6.06,30 April 2013
Southwest,Bikes,"Road-350-W Yellow, 40",Reseller,22453.07,-1362.15,-6.06,29 September 2013
Southwest,Bikes,"Road-350-W Yellow, 40",Reseller,22453.07,-1362.15,-6.06,30 April 2013
Northeast,Bikes,"Road-350-W Yellow, 40",Reseller,22453.07,-1362.15,-6.06,29 October 2013
Central,Bikes,"Mountain-100 Silver, 44",Reseller,22439.93,1406.24,6.26,01 August 2011
Central,Bikes,"Mountain-100 Silver, 44",Reseller,22439.93,1406.24,6.26,29 January 2011
Canada,Bikes,"Mountain-100 Silver, 42",Reseller,22439.93,1406.24,6.26,01 March 2011
Canada,Bikes,"Mountain-100 Silver, 44",Reseller,22439.93,1406.24,6.26,29 January 2011
Northwest,Bikes,"Mountain-100 Silver, 44",Reseller,22439.93,1406.24,6.26,01 March 2011
Northwest,Bikes,"Mountain-100 Silver, 42",Reseller,22439.93,1406.24,6.26,01 March 2011
Northwest,Bikes,"Mountain-100 Silver, 38",Reseller,22439.93,1406.24,6.26,29 August 2011
Southeast,Bikes,"Mountain-100 Silver, 38",Reseller,22439.93,1406.24,6.26,29 October 2011
Southeast,Bikes,"Mountain-100 Silver, 38",Reseller,22439.93,1406.24,6.26,01 July 2011
Southwest,Bikes,"Touring-1000 Blue, 46",Reseller,22422.18,-4252.70,-18.96,30 March 2013
United Kingdom,Bikes,"Touring-1000 Blue, 60",Reseller,22422.18,-4252.70,-18.96,28 January 2013
Southwest,Bikes,"Mountain-200 Silver, 46",Reseller,22371.33,2249.93,10.05,31 July 2012
Southwest,Bikes,"Mountain-200 Silver, 46",Reseller,22371.33,2249.93,10.05,28 August 2012
Northwest,Bikes,"Mountain-200 Silver, 46",Reseller,22371.33,2249.93,10.05,30 April 2012
Northwest,Bikes,"Mountain-200 Silver, 38",Reseller,22371.33,2249.93,10.05,30 June 2012
Canada,Bikes,"Mountain-200 Silver, 46",Reseller,22371.33,2249.93,10.05,30 March 2012
Canada,Bikes,"Mountain-200 Silver, 46",Reseller,22371.33,2249.93,10.05,28 November 2012
Northeast,Bikes,"Mountain-200 Silver, 42",Reseller,22371.33,2249.93,10.05,31 July 2012
Canada,Bikes,"Mountain-100 Black, 42",Reseller,22274.93,1395.90,6.26,29 January 2011
Central,Bikes,"Mountain-100 Black, 48",Reseller,22274.93,1395.90,6.26,01 August 2011
Northwest,Bikes,"Mountain-100 Black, 44",Reseller,22274.93,1395.90,6.26,29 January 2011
Northwest,Bikes,"Mountain-100 Black, 42",Reseller,22274.93,1395.90,6.26,01 March 2011
Southeast,Bikes,"Mountain-100 Black, 44",Reseller,22274.93,1395.90,6.26,01 August 2011
Southeast,Bikes,"Mountain-100 Black, 44",Reseller,22274.93,1395.90,6.26,31 May 2011
Southeast,Bikes,"Mountain-100 Black, 44",Reseller,22274.93,1395.90,6.26,29 December 2010
Southwest,Bikes,"Mountain-100 Black, 48",Reseller,22274.93,1395.90,6.26,01 August 2011
Southwest,Bikes,"Mountain-100 Black, 44",Reseller,22274.93,1395.90,6.26,29 January 2011
Southwest,Bikes,"Mountain-100 Black, 44",Reseller,22274.93,1395.90,6.26,01 May 2011
Southwest,Bikes,"Mountain-100 Black, 42",Reseller,22274.93,1395.90,6.26,01 May 2011
Southwest,Bikes,"Mountain-100 Black, 38",Reseller,22274.93,1395.90,6.26,01 May 2011
Southwest,Bikes,"Mountain-200 Silver, 46",Reseller,22271.90,2021.99,9.07,28 February 2013
Southwest,Bikes,"Mountain-200 Silver, 42",Reseller,22271.90,2021.99,9.07,29 October 2013
Northwest,Bikes,"Mountain-200 Silver, 38",Reseller,22271.90,2021.99,9.07,29 October 2013
Northwest,Bikes,"Mountain-200 Silver, 46",Reseller,22271.90,2021.99,9.07,29 October 2013
Northwest,Bikes,"Mountain-200 Silver, 46",Reseller,22271.90,2021.99,9.07,28 January 2013
United Kingdom,Bikes,"Mountain-200 Silver, 42",Reseller,22271.90,2021.99,9.07,28 February 2013
Central,Bikes,"Mountain-200 Silver, 38",Reseller,22271.90,2021.99,9.07,28 January 2013
Canada,Bikes,"Mountain-200 Silver, 46",Reseller,22271.90,2021.99,9.07,29 November 2013
Northeast,Bikes,"Road-250 Black, 44",Reseller,22251.94,-199.69,-0.89,30 April 2012
Southwest,Bikes,"Road-250 Black, 58",Reseller,22251.94,-199.69,-0.89,28 October 2012
Southwest,Bikes,"Road-250 Black, 44",Reseller,22251.94,-199.69,-0.89,30 April 2012
Southwest,Bikes,"Mountain-200 Black, 46",Reseller,22130.26,2225.68,10.05,30 May 2012
Southwest,Bikes,"Mountain-200 Black, 38",Reseller,22130.26,2225.68,10.05,29 December 2011
Southwest,Bikes,"Mountain-200 Black, 42",Reseller,22130.26,2225.68,10.05,29 January 2012
Northwest,Bikes,"Mountain-200 Black, 46",Reseller,22130.26,2225.68,10.05,29 December 2011
Northeast,Bikes,"Mountain-200 Black, 42",Reseller,22130.26,2225.68,10.05,30 April 2012
Northeast,Bikes,"Mountain-200 Black, 38",Reseller,22130.26,2225.68,10.05,28 September 2012
Canada,Bikes,"Mountain-200 Black, 46",Reseller,22130.26,2225.68,10.05,29 December 2011
Central,Bikes,"Mountain-200 Black, 42",Reseller,22130.26,2225.68,10.05,28 November 2012
Central,Bikes,"Mountain-200 Black, 38",Reseller,22130.26,2225.68,10.05,29 January 2012
Central,Bikes,"Mountain-200 Black, 46",Reseller,22031.90,2000.20,9.07,28 February 2013
Canada,Bikes,"Mountain-200 Black, 42",Reseller,22031.90,2000.20,9.07,30 March 2013
Canada,Bikes,"Mountain-200 Black, 42",Reseller,22031.90,2000.20,9.07,29 September 2013
Canada,Bikes,"Mountain-200 Black, 38",Reseller,22031.90,2000.20,9.07,28 December 2012
Canada,Bikes,"Mountain-200 Black, 38",Reseller,22031.90,2000.20,9.07,31 July 2013
Northwest,Bikes,"Mountain-200 Black, 46",Reseller,22031.90,2000.20,9.07,28 February 2013
Northwest,Bikes,"Mountain-200 Black, 38",Reseller,22031.90,2000.20,9.07,29 November 2013
Southeast,Bikes,"Mountain-200 Black, 42",Reseller,22031.90,2000.20,9.07,30 March 2013
